,Dates,h500,slp,h850,q850,qv10m,t2m,t2mdew,tqv,u850,v850,u10m,v10m
0,19800101,5504.29296875,101346.507812,1415.01721191,0.00115208188072,0.00293358531781,272.71862793,270.075195312,4.73946619034,-2.21179699898,-0.793760001659,-1.63210046291,-2.53469109535
1,19800102,5455.75341797,101099.851562,1392.50231934,0.00172015593853,0.00304834288545,273.267944336,270.581573486,6.88566589355,-1.19638478756,-4.76153898239,0.231793954968,-4.07652807236
2,19800103,5444.81494141,101905.5,1433.61560059,0.00191335973796,0.00290955440141,271.957672119,270.131744385,7.27221441269,3.90657615662,-4.81373977661,1.61733400822,-2.36438775063
3,19800104,5505.73388672,102497.375,1470.07617188,0.00174429826438,0.00235188589431,270.210449219,267.49609375,8.45847988129,2.40012574196,-0.26283249259,-2.76768660545,-3.16738533974
4,19800105,5427.18457031,101134.601562,1372.24511719,0.00328180775978,0.00286976224743,270.878753662,269.702850342,13.4935598373,-6.97906637192,-3.73874545097,-2.81169056892,-6.74502182007
5,19800106,5410.68115234,101962.226562,1423.21484375,0.000638783618342,0.00193513242994,267.842529297,265.011199951,4.41856431961,-0.688607513905,-7.59139680862,0.0391737818718,-3.4276714325
6,19800107,5538.56494141,101875.085938,1441.86767578,0.00169626169372,0.00301532703452,270.972564697,269.673339844,10.6714668274,15.99862957,12.4359636307,2.01679491997,5.20168638229
7,19800108,5536.53515625,102079.101562,1453.92529297,0.000361314188922,0.00291206594557,272.163726807,269.970825195,7.9201335907,16.3762111664,-1.06351172924,4.24442100525,-0.449178606272
8,19800109,5536.390625,102734.976562,1497.19580078,0.00172843632754,0.00249139894731,270.532501221,268.343902588,9.95527076721,8.18795108795,-0.737583935261,0.793896734715,-1.77020931244
9,19800110,5602.97119141,103521.554688,1552.43554688,0.00120670406613,0.00208475091495,267.955535889,265.86050415,6.43665552139,10.748831749,-4.12069368362,0.0760591626167,-1.60538041592
10,19800111,5702.27783203,102708.8125,1546.09362793,0.00304988515563,0.00490183569491,276.431488037,275.861846924,17.3989849091,12.8274879456,20.5043869019,-0.688315212727,6.16338968277
11,19800112,5593.75732422,101768.289062,1443.34020996,0.00243626791053,0.00408715056255,276.617034912,272.149749756,11.9828367233,21.9930057526,-0.130343914032,7.10450983047,0.0871093273163
12,19800113,5633.6796875,103377.5625,1546.99938965,0.00025747800828,0.0022206872236,270.2371521,266.899200439,6.21669006348,2.89745688438,-1.893455863,-1.37144720554,-2.26799368858
13,19800114,5634.67041016,102185.3125,1509.99353027,0.00405526300892,0.00562816113234,277.900543213,278.212677002,19.3831806183,-3.24851989746,8.2563123703,-3.90730261803,-0.0195243451744
14,19800115,5617.57177734,101795.742188,1483.02575684,0.00386777333915,0.00546106509864,280.12612915,278.540740967,16.2879619598,-8.31635379791,-16.8931827545,0.869722783566,-7.43275308609
15,19800116,5673.55078125,102478.8125,1522.04492188,0.00128659058828,0.0032383017242,275.017730713,271.591308594,8.66704654694,-4.44034910202,-13.8100862503,-0.189209207892,-4.55882835388
16,19800117,5704.29833984,102569.289062,1522.453125,0.00197519944049,0.00373688805848,274.241577148,273.252197266,11.197306633,1.63284552097,-2.31789875031,-2.56180024147,-1.65164315701
17,19800118,5667.30712891,102194.976562,1494.82751465,0.00545145198703,0.00420072069392,275.408416748,274.882171631,23.3329162598,2.38634872437,0.339277893305,-0.68532782793,0.34047088027
